canddt_name_2019,canddt_sex_2019,canddt_age_2019,canddt_category_2019
NEERAJ HEMBROM,M,44,ST
NEERU MONGIA,F,40,GEN
Neeru Ram Kapri,M,49,GEN
"Neeruguttu Nagesh, M.A., Philosophy",M,32,SC
Neetu Shutteran Wala,M,35,SC
NEMILLA LINGA REDDY,M,35,GEN
NEPAL MAHATA,M,58,GEN
NEPALDEB BHATTACHARYA,M,67,GEN
Nethavath Ramdas,M,46,ST
NIDHI KANSAL,F,38,GEN
NIHAL CHAND,M,48,SC
Niharika Prakashchandra Khondalay,F,50,GEN
NIKHIL CHANDRASEKHARAN,M,25,SC
NIKHIL KUMARASWAMY,M,31,GEN
NIKHIL RANJAN DAS,M,50,SC
Nikhil Umesh Zingade,M,33,GEN
NILAM DEVI,F,48,GEN
NILANJAN BANERJEE,M,41,GEN
NILANJAN ROY,M,43,GEN
Nilesh Anandrao Patil,M,44,SC
Nilesh Bhikaji Bhatade,M,28,GEN
Nilesh Narayan Rane,M,38,GEN
Nilesh Ramchandra Kudtarkar,M,26,GEN
Nilima Nitin Bhatkar,F,44,SC
NILKANTH MAHADEV PATIL,M,53,GEN
NIMAI BESARA,M,67,ST
Nimbaram,M,35,SC
NIMESH PATEL (KAMROL),M,33,GEN
NIMESH SHUKLA,M,41,GEN
NIMISH SARIYAM,M,33,ST
NINGAPPA. B. D.,M,58,GEN
Niraj Agarwal,M,37,GEN
Niraj Kumar Pasi Advocate,M,36,SC
NIRANJAN JYOTI,F,52,GEN
NIRANJAN NAYAK,M,30,ST
NIRANJANA A D CHEELANGI,M,38,SC
NIRAPADA MODAK,M,56,GEN
NIRMAL KHATRI,M,68,GEN
NIRMAL KUMAR ROY,M,64,SC
NIRMAL MAJHI,M,37,SC
NIRMAL SINGH,M,66,GEN
Nirmal Singh Malri,M,37,SC
NIRMALA DEVI,F,36,SC
Nirmala Dr. H.L. Prajapati,F,45,SC
NIRODE CHANDRA ADHIKARY,M,66,SC
NIRUPAM CHAKMA,M,59,ST
NISAR AHMAD WANI,M,36,GEN
Nisar Ahmed,M,62,GEN
Nisha Katoch,F,36,GEN
Nisha Sachan,F,46,GEN
Nishikant Dubey,M,47,GEN
NISITH PRAMANIK,M,33,SC
Nissar Methar,M,36,GEN
Nita Devi,F,36,GEN
NITEEN DHONDIBA ANANDACHE,M,48,GEN
Nitesh Anandrao Dongre,M,33,SC
NITESH DAMOR,M,26,ST
NITESH GANGA DEB,M,47,GEN
NITESH KUMAR RATRE,M,26,SC
NITESH RAGHUNATH JADHAV,M,27,GEN
NITIN,M,27,GEN
Nitin Baburao Khare,M,33,SC
NITIN JAIRAM GADKARI,M,62,GEN
NITIN MOHAN,M,41,GEN
Nitin Murlidhar Kuchekar,M,36,SC
Nitin Pralhad Kandelkar,M,39,GEN
NITIN VERMA,M,37,SC
NITISH KUMAR MANDAL,M,54,SC
NITYA DAS,M,30,GEN
NITYA NAND SINGH,M,38,GEN
Nityanand Rai,M,53,GEN
Nivedita Singh,F,44,GEN
NIYARAN HERENJ,M,45,ST
NIYAZ AHMED,M,57,GEN
NOBY AUGUSTINE,F,35,GEN
NOMULA GOPAL REDDY,M,27,GEN
NOMULA MOHAN REDDY,M,49,GEN
None Of The Above,NOTA,0,NOTA
Noor Ali Meheboob Ali Shah,M,55,GEN
Noor Hassan,M,47,GEN
NOOR HOSSAIN MONDAL,M,34,GEN
NOORUDDIN AFTAB AZIMUDDIN SAYYED,M,48,GEN
Noyyal Ramasamy M,M,48,GEN
NRIPEN DAS,M,45,SC
NRUSINGHA CHARAN DAS,M,71,GEN
Nubash Chandra Barman,M,57,SC
NURUL HUDA IMDADUL ISLAM SAIKIA,M,51,GEN
NURUL ISLAM CHOUDHURY,M,67,GEN
NURULLAH,M,43,GEN
Nusrat Jahan Ruhi,F,28,GEN
NUSRATH JAHAN,F,51,GEN
Nutan Sharad Kumar Singh,F,34,GEN
NUTHAKKI RAMA RAO,M,71,SC
Nyamatulla Shaik,M,31,GEN
O. P. BHEYA,M,57,GEN
OGHADBHAI SAGARAMBHAI MER,M,45,GEN
OINAM JUGINDRO SINGH,M,68,GEN
OINAM NABAKISHORE SINGH,M,59,GEN
Oli Mahammad Mallick,M,49,GEN
OM BIRLA,M,56,GEN
Om Guru Charandas,M,44,GEN
Om kar,M,33,SC
Om Parkash,M,42,SC
OM PRAKASH MANJHI,M,37,SC
Om Prakash Mishra,M,35,GEN
OM PRAKASH PAL,M,35,GEN
OM PRAKASH PANDEY,M,28,GEN
Om Prakash Poddar,M,45,GEN
OM PRAKASH SHAKYA,M,51,SC
OMBEER LODHI,M,34,GEN
OMKAR NATH S. TIWARI,M,32,SC
OMPRAKASH,M,31,SC
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,M,35,GEN
OMPRAKASH PRAJAPATI,M,37,GEN
OMVATI DEVI,F,69,SC
ONKAR SINGH,M,43,GEN
ONKAR SINGH UPPAL,M,30,SC
Onkaraba Chensing Jadhav,M,56,GEN
ONKARSINGH BHATIA,M,57,GEN
Opkar Singh Bakhshi,M,76,SC
Ovhal Rahul,M,36,GEN
P A NIAMATHULLA,M,53,GEN
P P MOIDEEN KUNJU,M,57,GEN
P RAJEEV,M,51,GEN
P. C. Mohan,M,55,GEN
P. D. RAMANAYAKA,M,43,ST
P. GANGA REDDY,M,41,SC
P. GOUTHAM PRABHU,M,31,GEN
P. K. SREEMATHI TEACHER,F,69,GEN
P. LIMBAREDDY,M,32,GEN
P. LOGANATHAN,M,39,GEN
P. P. CHAUDHARY,M,65,GEN
P. PARAMESHWARA,M,43,SC
P. Purushotham,M,38,SC
P. RAASHID AHMED,M,35,GEN
P. RAJENDHAR,M,57,GEN
P. RAMACHANDRAN,M,42,SC
P. RANGAIAH,M,48,GEN
P. S. S. Reddy,M,54,GEN
"P. SREEMATHI, W/o RAVEENDRAN",F,56,GEN
P. Trilok Tiwari,M,58,GEN
P.AZHAGIRI,M,44,SC
P.C. KUREEL,M,62,SC
P.CHELLAPANDIAN,M,52,GEN
P.JAYARAJAN,M,66,GEN
P.K. BIDDAPPA,M,60,GEN
P.K. Kunhalikutty,M,67,GEN
P.MARIMUTHU,M,63,GEN
P.P. Suneer,M,50,GEN
P.RADHA KRISHNA,M,40,GEN
P.RAJENDHIRAN,M,59,GEN
P.S. SURESH,M,35,GEN
P.S.AJAY KUMAR,M,57,GEN
P.SANTHANA KRISHNAN,M,44,GEN
P.SELVARAJ,M,52,GEN
P.V. Anvar Puthan Veetil,M,51,GEN
P.V. Shyam Sunder Rao,M,46,GEN
P.V.A. Ananda Sagar,M,55,GEN
P.V.MIDHUN REDDY,M,42,GEN
PA.YA. GANESH,M,45,GEN
PABAN SINGH GHATOWAR,M,67,GEN
PABBA BHANU LAXMAN,M,25,GEN
"PACHAMUTHU, P.",M,36,GEN
"PACKIARAJ, E.",M,35,GEN
PADALA SIVA PRASAD,M,62,GEN
Padalkar Navanath,M,43,GEN
PADAVETTAN M,M,49,ST
PADHIYAR BHARATKUMAR ISHVARLAL,M,42,GEN
PADIGELA PRAVEEN,M,35,ST
PADMARAJAN. K. DR.,M,60,GEN
PAKAURI LAL KOL,M,66,SC
PAKKALA SURIBABU,M,60,GEN
PALA SINGH,M,74,SC
Palamakula Madhu,M,38,SC
PALANI SAMY.S,M,48,SC
PALANIAPPAN. P.,M,57,GEN
"PALANICHAMY KUDUMBAR, P.",M,31,SC
"PALANIMANICKAM,S.S.",M,68,GEN
Palanivel P,M,39,SC
Palanivel.K,M,53,SC
PALLAB LOCHAN DAS,M,41,GEN
Pallab Sengupta,M,70,GEN
PALLE PRASHANTH,M,28,GEN
PALLIPATTU. ABHINAV VISHNU,M,27,SC
PALPANDI M,M,49,SC
Palsay Uranv,M,38,ST
PALVANCHA RAMARAO,M,65,GEN
Palvancha. Durga.,F,34,ST
Panabaka Lakshmi,F,60,SC
"PANASAIARANGAN,K.N.",M,56,GEN
PANCHABHAI BHAYABHAI DAMANIYA,M,36,GEN
Panchabudhe Nana Jairam,M,64,GEN
PANCHANAN KANUNGO,M,67,GEN
PANCHANAND SINGH,M,51,GEN
Panchshila Vijay Mohod,F,59,SC
PANCHU.UDAYAKUMAR,M,40,SC
PANDALAM KERALAVARMARAJA,M,77,GEN
Pandhari Yadav,M,58,GEN
Pandharinath Chaitram More,M,36,ST
PANDHARINATH NAMDEO PATIL,M,47,GEN
"PANDI, M.",M,32,SC
PANDIAMMAL J,F,38,GEN
Pandit Damodhar Khande,M,38,GEN
PANDIT DIVYENDRA DUBEY ADVOCATE,M,34,GEN
PANDIT NAVIN JAIHIND,M,37,GEN
PANDURANG MALLAPPA PATTAN,M,61,GEN
PANEESH PRASAD NAG,M,29,ST
PANIGANTI RAJITHAVANI,F,46,SC
Pankaj,M,31,GEN
PANKAJ CHOUDHARY,M,54,GEN
PANKAJ DAS,M,48,GEN
PANKAJ DUBEY,M,36,GEN
PANKAJ GAR,M,44,GEN
PANKAJ GUPTA,M,57,GEN
Pankaj Kumar,M,41,GEN
Pankaj Kumar,M,46,GEN
PANKAJ KUMAR DAS,M,35,SC
PANKAJ KUMAR GUPTA,M,52,GEN
PANKAJ KUMAR SINGH,M,44,GEN
Pankaj Liladhar Meshram,M,47,SC
Pankaj Mohan Sonkar,M,29,SC
Pankaj Patel,M,29,GEN
Pankaj Patel,M,38,GEN
Pankaj Ramkumar Sing,M,32,GEN
PANKAJ RANJAN,M,25,GEN
PANKAJ SANGHVI,M,58,GEN
Panmani Singh,F,62,ST
PANNA LAL SHAW,M,56,GEN
PANNALA NARSA REDDY,M,41,GEN
PANNELAL,M,33,SC
PANTHAGADA VIJAYA CHAKRAVARTHY,M,65,SC
Papita Raosaheb Randive,F,38,SC
PAPPU AHAMED,M,43,GEN
PAPPU CHAUHAN,M,31,GEN
PAPPU KUMAR,M,51,SC
"PARAMASIVA IYYAPPAN, S.",M,45,GEN
PARAMASIVAM N,M,60,GEN
PARAMESHVAR LAL SAINI,M,64,GEN
Parameshwar Gowda,M,43,GEN
PARAMJIT KAUR KHALRA,F,65,GEN
PARAMJIT KAUR KHAMBRA,F,42,SC
PARAMJIT SINGH,M,37,SC
PARAMJIT SINGH (FAUJI BOOTHGARH),M,42,SC
PARAMPREET SINGH,M,25,GEN
PARAS,M,66,GEN
Parashram Bhaosing Ade,M,64,GEN
Parashuram Laxman Neelnaik,M,48,SC
Parasnath Pandey,M,59,GEN
Parasnath Ram,M,42,SC
PARAVASTU SATYA GOPINATH DAS,M,47,GEN
PARBATBHAI SAVABHAI PATEL,M,70,GEN
PARBATI PURTY,F,47,ST
PARBHUBHAI NAGARBHAI VASAVA,M,49,ST
PARBHULAL MEENA,M,37,ST
PARDEEP BAWA,M,46,GEN
PARDEEP CHAHAL,M,32,GEN
PARDEEP KUMAR,M,32,GEN
PARDESHI LAL MUNDA,M,31,ST
PARESH CHANDRA DAS,M,61,SC
Paresh Dattatray Bhosale,M,38,GEN
Paresh Dhanani,M,42,GEN
Pareshkumar Nanubhai Mulani,M,47,GEN
PARIKSHIT ROY,M,48,SC
Parimal Mistri,M,70,SC
PARIMI NARASIMHA RAO,M,32,GEN
PARITOSH KUMAR HALDAR,M,61,GEN
Paritosh Pattanayak,M,38,GEN
Parkash Chand Jassal,M,66,SC
Parmanand Gond,M,49,ST
Parmanand Singh,M,54,GEN
PARMANAND TOLANI,M,59,GEN
PARMAR CHHAGANCHANDRARAJ DHANABHAI,M,52,SC
PARMAR GHOGHAJIBHAI KANJIBHAI,M,64,GEN
PARMESHWAR MAHTO,M,31,GEN
Parminder Kumar,M,41,GEN
Parminder Singh,M,40,SC
PARMINDER SINGH DHINDSA,M,43,GEN
PARMINDER SINGH HEERA KHALRA,M,38,GEN
PARMIT SINGH,M,45,GEN
Parmod Sharma,M,54,GEN
Paro Kinner,THIRD,33,GEN
PARSAGANI NAGESWARA RAO,M,48,GEN
PARSANI IBRAHIMBHAI PIRABHAI,M,38,GEN
Parshuram Patel,M,60,GEN
PARTH AJIT PAWAR,M,29,GEN
PARTHA PRATIM BARUAH,M,30,GEN
PARTHASARATHY.M.,M,49,GEN
PARTHIBAN.S.R,M,49,GEN
PARTHIBHAI GALBABHAI BHATOL,M,75,GEN
"PARTHIPAN, G.",M,54,GEN
PARVAT SINGH,M,26,SC
PARVATHI S,F,44,SC
Parvati Nandan,M,53,GEN
PARVEEN KUMAR,M,35,GEN
Parveen Kumar,M,38,GEN
PARVEEN KUMAR,M,44,GEN
PARVEEN THAKUR,M,52,GEN
PARVEEN YOGI,M,49,GEN
PARVESH SAHIB SINGH VERMA,M,41,GEN
PARVEZ AKIL,M,47,GEN
PARWAT SINGH,M,27,GEN
PARWINDER SINGH,M,32,SC
PARWINDER SINGH,M,30,SC
PASHU PATI KUMAR PARAS,M,66,SC
PASHUPATI NATH SINGH,M,69,GEN
PASSANG GYALI SHERPA,M,37,ST
PASTAR THOMSAN MASSY,M,43,GEN
PASULA RAMMURTHY,M,46,SC
PASUMPON PANDIAN S,M,54,GEN
PASUPULETI VENKATARAMANA ROYAL,M,42,GEN
PASVAN VIRENDRA,M,49,SC
PATEL AMARISH JASVANTLAL (C. A.),M,65,GEN
PATEL AMBALAL TALASHIBHAI,M,71,GEN
PATEL ANITABEN RAMABHAI,F,33,GEN
PATEL ANKITA AMRUTBHAI,F,35,ST
PATEL BALDEVBHAI JIVABHAI,M,68,GEN
PATEL DHARMESHBHAI BHIMBHAI,M,47,GEN
PATEL DHIRUBHAI CHHOTUBHAI,M,48,ST
Patel Hasmukhbhai Somabhai,M,58,GEN
Patel Imran Umarjibhai,M,35,GEN
PATEL JAYANTIBHAI SHAMJIBHAI,M,57,GEN
PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),M,65,GEN
Patel Kamleshkumar Ratilal,M,54,GEN
PATEL KESHAVLAL GANGARAMBHAI,M,64,GEN
PATEL KIRITKUMAR BABARBHAI,M,41,GEN
PATEL MANHARBHAI NAGJIBHAI (VASANI),M,50,GEN
PATEL MITESH RAMESHBHAI (BAKABHAI),M,54,GEN
PATEL NARESHBHAI BABUBHAI,M,54,ST
PATEL NATUBHAI GOMANBHAI,M,46,ST
PATEL NAVINKUMAR SHANKARBHAI,M,47,GEN
PATEL PANKAJBHAI LALLUBHAI,M,36,ST
PATEL UMESHBHAI BABUBHAI,M,42,GEN
PATEL UMESHBHAI MAGANBHAI,M,46,ST
PATHAN AAIYUBKHAN AJABKHAN,M,54,GEN
Pathan Ayashabanu,F,48,GEN
PATHAN FIROZKHAN SAEEDKHAN,M,45,GEN
Pathan Imtiyazkhan Saeedkhan,M,42,GEN
Pathan Musakhan Yunus khan,M,45,GEN
Pathan Salimkhan Sadikkhan,M,32,GEN
Pathan Sarfaraj khan Mehtab khan,M,33,GEN
Patil Raghunath Ramchandra,M,68,GEN
Patil Sanjay Dina,M,50,GEN
Patil Yashashri Pramod,F,27,GEN
PATIRAM SHAKYA,M,43,SC
Patle Rajendra Sahasram,M,56,GEN
Patrakar P. Sattar kha Kasim kha,M,54,GEN
PAUL MANOJ PANDIAN,M,47,GEN
PAUL SOLOMON PANDIAN,M,78,GEN
PAULRAJ. C.M.,M,54,GEN
Pavan Chandrakant Pawar,M,38,GEN
PAWAN FOUJI,M,51,SC
Pawan Kajal,M,45,GEN
PAWAN KUMAR,M,30,GEN
PAWAN KUMAR,M,45,GEN
PAWAN KUMAR,M,35,GEN
PAWAN KUMAR BANSAL,M,70,GEN
PAWAN KUMAR GOYAL,M,44,GEN
Pawan Kumar Jain,M,63,GEN
Pawan Kumar Nag,M,39,ST
Pawan Kumar Pandey,M,35,GEN
PAWAN KUMAR SHARMA,M,42,GEN
PAWAN NEHRA,M,34,GEN
Pawan Singh Samrat,M,34,GEN
PAWAN THAKUR,M,42,GEN
Pawar Krishna,M,38,ST
Pawar Ramesh Gorsing,M,64,GEN
PEACHI MUTHU. E,M,42,GEN
PEDADA. RAMANIKUMARI,F,48,GEN
Pedakala Varalakshmi,F,43,GEN
PEDDA GANGADHAR TALARI,M,59,SC
PEDDIMSETTI. VENKATESWARARAO,M,46,GEN
PEER ALI KHAN,M,43,GEN
PEEYUUSH DAS,M,37,SC
Pendari Buddesab Makabulsab,M,41,GEN
PENTA NARSAIAH,M,51,SC
PENTAPATI PULLARAO,M,71,GEN
Pentapati Rajesh,M,39,GEN
PERAM SIVA NAGESWARA RAO,M,51,GEN
PERIYASAMY T,M,29,SC
PERLA SAMBA MURTHY,M,58,GEN
Perseen Singh,M,39,GEN
PERUMAL M,M,48,GEN
"PERUMALSAMY, M.",M,40,SC
PERUMALSAMY. S,M,35,SC
PETER MASIH,M,37,GEN
PHAKKAD BABA,M,73,GEN
Phaniraj.S.V,M,38,GEN
PHESAL ANSARI,M,26,GEN
PHOUJI SANDIP BABA,M,45,GEN
Phulsure Vishwanath Sadashiv,M,67,ST
PINAKI MISRA,M,59,GEN
Pinjari Jainuddin Husain,M,37,GEN
Pinjari Salim Kasam,M,56,GEN
Pinku Paswan,M,30,SC
Pintoo,M,44,SC
PITAM BORKAR,M,44,SC
PITAMBAR LAL NISHAD,M,30,GEN
PITAMBAR SETHI,M,61,SC
Pitchaimuthu T,M,44,GEN
PIYA ROY CHOWDHURY,F,38,SC
PIYUSH JAIN,M,30,GEN
POCHA . BRAHMANANDA REDDY,M,60,GEN
POKHARKAR VINOD LAXMAN,M,35,GEN
POKHRAJ MESHRAM,M,47,SC
POLA PRASHANTH KUMAR,M,36,GEN
POLISHETTY VENKATESHWARLU,M,54,GEN
POLURU GURUVAIAH,M,39,GEN
Pon Jeyaraman S P,M,65,SC
"PON KUMARAN, T.P.S.",M,59,GEN
Pon.Raja,M,43,SC
Ponnam Prabhaker,M,52,GEN
"PONNUSAMY, M.",M,51,SC
PONNUSAMY.R,M,58,SC
PONNUTHAI. M,F,34,SC
PONNUTHAI. S,F,32,SC
PONNUTHAI.G,F,24,SC
PONNUTHAI.M,F,48,SC
"PONRAJ, S.",M,53,GEN
POOJA,F,29,SC
POONAM MAHAJAN,F,38,GEN
Poonam Shatrughan Sinha,F,68,GEN
Poonam Shukla,F,32,GEN
POONAM UJJAINWAL,F,48,GEN
POONAMBEN HEMATBHAI MAADAM,F,44,GEN
Poonthura Siraj,M,55,GEN
POORAN LAL CHHABARIYA,M,56,GEN
POPATLAL,M,50,SC
POPATPUTRA RAFIK ABUBAKAR,M,56,GEN
POTHUGANTI RAMULU,M,66,SC
POTHUGANTI VENKATESH,M,28,GEN
POTLURI.V.PRASAD ( P V P ),M,48,GEN
Prabakaran T,M,30,GEN
PRABAKARAN. K.M.,M,57,GEN
PRABHA BHARTI,F,46,GEN
PRABHAKAR BHUJANG PATIL,M,51,GEN
Prabhakar Jaiswal,M,55,GEN
PRABHAKAR KRUSHNAJI SATPAISE,M,39,GEN
Prabhakar Tarapado Sadhu,M,47,GEN
PRABHAKARAN. N.,M,27,SC
PRABHAKARAN. S,M,37,GEN
PRABHASH CHANDRA KAR,M,61,GEN
PRABHASH CHANDRA SHARMA,M,42,GEN
PRABHAT KUMAR DHARUA,M,64,ST
Prabhat Kumar Giri,M,49,GEN
Prabhat Prasad,M,65,GEN
PRABHAT ROY,M,52,SC
Prabhawati Devi,F,45,SC
Prabhu A,M,38,GEN
PRABHU K,M,34,SC
PRABHU MANIKANDAN.M,M,28,GEN
PRABHU NARAYAN,M,47,GEN
PRABHU SINGH,M,37,SC
PRABHU SINGH THAKUR,M,65,GEN
PRABHUDASU BANDARU THUMU,M,40,SC
PRABHUDAYAL,M,65,SC
Prabhulal Meghwal,M,54,SC
PRABIR BANERJEE,M,49,GEN
Prabir Debnath,M,36,GEN
PRABIR MUKHOPADHYAY,M,56,GEN
PRABIR SARKAR,M,58,GEN
PRADAN BARUAH,M,53,ST
PRADEEP CHOUHAN,M,42,GEN
PRADEEP KUMAR,M,28,GEN
Pradeep Kumar,M,48,GEN
PRADEEP KUMAR,M,30,GEN
Pradeep Kumar Debta,M,51,GEN
PRADEEP KUMAR DESWAL,M,32,GEN
PRADEEP KUMAR MAJHI,M,43,ST
PRADEEP KUMAR PANDEY,M,32,GEN
PRADEEP KUMAR SINGH,M,52,GEN
Pradeep Kumar Singh,M,43,GEN
PRADEEP KUMAR.E.T PEEDIKATHODI VEEDU,M,53,GEN
Pradeep Mendonca,M,54,GEN
Pradeep Singh,M,39,GEN
Pradeep Tamta,M,60,SC
Pradeep Yadav,M,53,GEN
PRADEEP.V.K,M,45,GEN
PRADEEPAN.N,M,47,GEN
PRADESH KUMAR,M,35,GEN
Pradip Chakraborty,M,49,GEN
Pradip Chaudhuri,M,65,GEN
Pradip Kumar Singh,M,36,GEN
PRADIP SAHA,M,54,SC
PRADIP SUNIL SARODE,M,32,SC
PRADIP TURI,M,37,GEN
PRADIPBHAI MAVJIBHAI TANK,M,44,GEN
PRADYUMNA KUMAR NAIK,M,43,SC
Pradyut Bordoloi,M,59,GEN
PRADYUT CHOWDHURI,M,65,GEN
PRAFULLA MANIKCHAND BHANGE,M,49,SC
Prafulla Nayak,M,41,ST
PRAGNESHBHAI RATILAL CHAUDHARI,M,41,ST
PRAHALAD SINGH PATEL,M,59,GEN
PRAHLAD BHAIYA,M,27,GEN
PRAHLAD PATEL,M,34,GEN
Prahlad Singh S. Rajput,M,47,GEN
PRAHLAD SINGH TIPANYA,M,65,SC
PRAJAPATI JAYANTIBHAI DEVABHAI,M,50,GEN
PRAJAPATI KANUBHAI AMATHARAM,M,53,GEN
PRAJWAL REVANNA,M,28,GEN
PRAKALATHA D,F,30,SC
PRAKASH BABANNA HUKKERI,M,72,GEN
PRAKASH BABU CHAITHRAM,M,53,GEN
PRAKASH BALAPPA NESARKAR,M,48,GEN
Prakash Bhivaji Mahadik,M,70,SC
Prakash Chandra,M,53,SC
PRAKASH CHANDRA GOYAL,M,36,GEN
Prakash Chandra Meena,M,33,ST
PRAKASH G VEENA BHAVAN,M,59,GEN
PRAKASH KUMAR URANW,M,35,ST
PRAKASH MINJ,M,43,SC
PRAKASH MISHRA,M,63,GEN
Prakash N,M,39,GEN
Prakash Raj,M,53,GEN
PRAKASH S KARIKKATTUVILA,M,48,GEN
Prakash Sakharam Kalke,M,34,GEN
PRAKASH VERMA,M,43,SC
Prakash Vitthalrao Ghunnar,M,60,GEN
"PRAKASH, P.",M,35,SC
PRAKASH. R. A. JAIN,M,51,GEN
Pralhad Joshi,M,56,GEN
PRAMENDRA KUMAR,M,40,GEN
PRAMILA BEHERA,F,42,SC
Pramila Bisoyi,F,70,GEN
Pramila Rani Brahma,F,69,ST
PRAMILA SINGH,F,50,ST
Pramod Baburao Kharat,M,49,SC
Pramod Dubey,M,53,GEN
PRAMOD KRISHNA,M,48,GEN
Pramod Kumar,M,38,GEN
PRAMOD KUMAR,M,49,GEN
Pramod Kumar,M,39,GEN
PRAMOD KUMAR,M,36,GEN
PRAMOD KUMAR MALLICK,M,46,SC
Pramod Kumar Nirala,M,48,GEN
PRAMOD KUMAR SHARMA,M,60,GEN
PRAMOD KUMAR YADAV,M,45,GEN
PRAMOD KUREEL,M,52,GEN
Pramod Laxman Meshram,M,43,SC
PRAMOD MADHWARAJ,M,50,GEN
Pramod Prajapati,M,30,SC
PRAMOD SHARMA,M,48,GEN
PRAMOD SHUKLA,M,38,GEN
PRAMOD SINGH WELDONE,M,50,GEN
Pramod Tiwari,M,45,GEN
PRAMOD TOPPO,M,47,ST
PRAN SINGH PAL,M,55,GEN
Pranabjyoti Das Rajbonshi,M,45,GEN
PRANAM PRAKASH PATIL,M,40,GEN
Pranav Kumar,M,42,GEN
PRANAY KUMAR,M,35,GEN
PRASAD HALDER,M,44,SC
Prasanjit Kumar Das,M,32,ST
Prasanna Acharya,M,69,GEN
Prasanna Kumar S.,M,43,GEN
PRASANNA KUMAR. B,M,30,SC
PRASANTH,M,30,GEN
PRASEN JAYANT KINDO,M,32,ST
PRASHANT alias BABARAJE GANPAT DESHMUKH,M,34,GEN
PRASHANT PATEL (TIKO),M,44,GEN
Prashant Saini,M,37,GEN
PRASHANTHA.C,M,30,GEN
Prasun Banerjee,M,64,GEN
PRATAP CHANDRA SARANGI,M,64,GEN
Pratap Pandharinath Patil,M,50,GEN
PRATAP SINGH,M,57,GEN
PRATAP SINGH BANARA,M,25,ST
Prataprao Patil Chikhalikar,M,57,GEN
PRATHAP MACHARLA,M,33,GEN
PRATHAP SIMHA,M,42,GEN
Pratima Bhoumik,F,50,GEN
PRATIMA CHANDRAKAR,F,61,GEN
PRATIMA MALLICK,F,56,SC
PRATIMA MONDAL,F,53,SC
PRATIMA SANTOSH WASHNIK,F,38,SC
PRATUL CHANDRA SAHA,M,57,SC
PRATYUSH PATHAK,M,30,GEN
PRAVEEN ARIMBRATHODIYIL,M,35,ST
Praveen K P,M,34,ST
PRAVEEN K. P.,M,34,ST
PRAVEEN KUMAR NISHAD,M,30,ST
PRAVEEN KUMAR SINGH,M,45,GEN
PRAVEEN SINGH ARON,M,61,ST
PRAVEEN SINGH THAKUR (PRAVEENA THAKUR),F,26,ST
PRAVEEN TIWARI,M,40,ST
PRAVEENKUMAR BALIGATTI,M,27,GEN
PRAVESH SHARMA,M,36,GEN
Pravin Chandrakant Kaurpuriya,M,44,GEN
Pravin Chandrakant Kedare,M,48,SC
Pravin Govind Pawar,M,37,GEN
Pravin Jain,M,54,GEN
PRAVIN KUMAR JHA,M,46,GEN
Pravin Mahadeo Sarode,M,31,SC
PRAVIN SHANTARAM GANGURDE,M,47,SC
Pravin Shriram More,M,31,SC
PRAVINA.G,F,45,SC
PRAVINBHAI DHURSINGBHAI RATHVA,M,33,ST
PRAVINKUMAR TULSIDAS PANDYA,M,42,GEN
PRAYAG RAM,M,45,SC
Preeta Harit,F,54,SC
Prem Chand Vishvakarma,M,67,GEN
PREM LATA,F,75,GEN
Prem Lata Banshiwal,F,55,SC
PREM PRAKASH PASWAN,M,35,GEN
Prem Prasad Arya,M,71,SC
PREM RAJ,M,36,SC
PREM S,M,38,SC
Prem Shankar,M,34,GEN
PREM SINGH MOHANPUR,M,62,SC
PREM SINGH SHAKYA,M,60,GEN
PREMAKUMARA .V.V,M,44,SC
PREMANANDA BAG,M,62,SC
Premasai Maharaj,M,28,GEN
Premnath Nishad,M,36,GEN
Preneet Kaur,F,74,GEN
Priadarshi Dinkar,M,31,GEN
PRINCE KUMAR SHARMA,M,28,GEN
PRINCE MEENA,M,25,ST
Pritam Gopinathrao Munde,F,36,GEN
PRITAM SINGH,M,60,ST
PRITAM SINGH BHATTI,M,63,GEN
PRITAM SINGH LODHI KISAAN,M,64,GEN
Pritesh Pandey,M,25,GEN
PRITHVI NATH PRASAD,M,51,GEN
PRITHVI RAJ,M,61,SC
PRITI KASHYAP,F,27,GEN
Priya Singh Paul Alias Priyadarshini Gandhi,F,50,GEN
PRIYABRATA GARNAIK,M,39,GEN
PRIYANKA,F,33,GEN
PRIYANKA KHARE,F,26,GEN
Priyanka Ramrao Shirole,F,28,GEN
Pro. Dnyanesh Wakudkar,M,62,GEN
Pro. Vishnu Jadhav,M,62,GEN
PROBASH CHANDRA SARKAR,M,47,SC
PROBHU LAL VAISNAVA,M,44,GEN
PROBINA MURMU,F,34,ST
PROBIR DUTTA,M,44,GEN
PRODEEP KUMAR DAIMARY,M,55,ST
PROF. (DR.) ARUN SAVANT,M,69,GEN
Prof. Baljinder Kaur,F,33,GEN
Prof. Bhim Singh,M,78,GEN
PROF. DR. ARJUN GENA OHAL,M,52,SC
Prof. Dr. Prashant Gangawane,M,36,SC
Prof. K.B. Prasad,M,69,GEN
Prof. Lakhbir Singh,M,50,GEN
Prof. Nalawade Hanmant Mahadeo,M,49,GEN
Prof. Ramgopal Sankhwar,M,61,SC
Prof. Sadhu Singh,M,78,SC
